question_by,question,answer_by,answer,ticker_cd,Org Name
Jaiprakash Toshniwal — LIC Mutual Fund — Analyst,"Okay. Interesting. Thanks. The second question on the personal loan segment. You mentioned that you have reached through a critical mass at this point of time. So does it mean that you have some more data on the customer or how the product has performed, anything which you want to highlight on this product per se? See, it’s really early to know the trends because this was the first year of the critical mass. And as the time progresses, we’ll be in a position to understand that. And hence, that is what I was referring to that we’ll be watching the portfolio this year very closely. But as of now, the portfolio has been satisfactory, while we learn every month on what has to be amended in terms of our credit screens from the early bounces and all what we see. But currently, it’s difficult to talk About the trend of the portfolio. But we are very circumspect ab initio and we’d like to be there for as long as we have sufficient experience and data to scale up to a certain time. So currently, the portfolio quality is good, and it is quite satisfactory. But going ahead, we’ll have to see that have it the year over a period of time. Okay. And sir, just last question we’re planning to have our own feet on the street and on branches to cater to the MSME segment? So can you just elaborate more where are we on that journey? And how much — what is the target for the FY ’24 for that journey perspective?",Kamlesh Gandhi — MAS Financial Services Ltd,"And so far, our experience has been very good on early delinquencies as far as this segment is concerned. While we’ll continue to do the other ways, we have been doing so far.",MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,"Think that will also come from upgrading ratings as well. So, your views on reducing the cost of borrowing and measures you are taking to do that?",Kamlesh Gandhi — MAS Financial Services Ltd,"So, reducing cost of borrowing is a very continuous exercise. So we always try to get the liability at the cheapest available rates while keeping one eye on that amount we need to raise. So given our track record, let me tell you that we are rated A+ by CARE and AA minus by ACUITE. I can’t predict for rating agencies. But fundamentally, we are almost there for our rating upgrade. But we just need to wait and watch the credit rating perspective. So, we continuously try to see to that how we reduce the fund through a variety of resources and keeping the powder dry for at least 2x or 3x the amount we need. So, what happens in liability, your capabilities to reject an offer is very important for getting the right rate. And how far are you placed in terms of the timing. Let me share with you that we are always 2 to 3 quarters ahead in terms of sanctions. As Ankit told you, we already have more than INR1,200 crores of sanctions in various forms, which is more than sufficient for our Q1, and by Q1 we’ll be having another sanction will be okay for us until Q3. So being ahead of the curve in terms of requirements and having more sanctions on hand, having diversified source of funds in terms of say, for example, we have cash credit limit carved out to",MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,"Think that will also come from upgrading ratings as well. So, your views on reducing the cost of borrowing and measures you are taking to do that?",Kamlesh Gandhi — MAS Financial Services Ltd,"Demand term loans. We have term loans. We have term loans from PSUs, private banks, developmental financial institutes, then we have capital market borrowings also up till now it was through MLD now it will be through NCDs. And we have assignments and PTC can also be drawn. So, the various sources of funds being ahead of the curve, keeping the powder dry for more amount and then choosing and taking the right offers is the key. So, it is all about execution.",MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,"Sure. But just if you look at it, our bank borrowings largely term loan and cash credit, which consumed around 68% of our total borrowing. And last year also, if you look at it, as of March 31, 2022, the amount was around — the proportion was around 68%. And so — like do you think when we grow to, let’s say, INR15,000 crores, INR20,000 crores kind of over the next three to five years. The proportion of bank borrowing will come down. And hopefully, by the time we will be upgraded to AA category are the proportions of NCDs and CPs and our ability to access the bond market will also increase? And like what are our plans for that?",Kamlesh Gandhi — MAS Financial Services Ltd,"Definitely. See once again it’s a question of size. At a particular size, diversification beyond a particular extent is not possible. So, for example, I want a term loan and whereas State Bank of India telling me that, okay. I’m very happy that you are working, you will have to get a sanction from us of INR500 crores. There, I cannot go and tell that no I want a diversification and I’m not going to use this resource. So, to the maximum extent possible practically, we have diversified. And as we grow automatically, we’ll get the room to diversify because what happens is that while we need money, even bankers have a target to lend to good companies and good parties. So, if you see, during the quarter end, my finance team is hard pressurized for taking the disbursement of the various sanctions on hand. And it is difficult to convince all of them for it to delay to the next quarter or to some of them, we might have to dismiss them by not taking it. So, diversification will definitely happen, which will happen with size and as you rightly remarked, this increase in rating all sorts of diversified resources will be explored. And that will help to reduce the cost also.",MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,"Really asking, let’s say, if you have to access the bond market now for a three- to five-year kind of NCD plain vanilla NCDs, and compare that with a three- to five-year term loan, like what kind of cost advantage do we get when we access the bond market — when we are accessing the bond market currently?",Kamlesh Gandhi — MAS Financial Services Ltd,I think my understanding is that the bond market will be at least 0.5% to 0.7% higher as compared to the term loans we raised because of the various costs involved in raising those.,MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,"Sure. Sure. And I think that difference will actually become negative, or bond market might become cheaper for you when you — growing size and hopefully get a rating upgrade to AA category?",Kamlesh Gandhi — MAS Financial Services Ltd,"Yes, yes, yes.",MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,"Okay. Sir, my second question was on the branches. If you look at our branches that we have opened in last year, so the major branch expansion has come through our existing states where we had a larger presence like Gujarat, Rajasthan, Maharashtra and Madhya Pradesh. And some of the newer places like Karnataka, Tamil Nadu, Delhi and Chhattisgarh we just entered. So those haven’t seen much of expansion. So, what kind of opportunity size is a label in our existing areas, like three, four states where we have larger presence? And what are plans for geographical expansions in the new states that we have entered? And any plans to enter further new states in FY ’24 to ’25?",Kamlesh Gandhi — MAS Financial Services Ltd,"See, it is all about the intention of the company to grow in a particular center where we have stated afresh. So, all the new branches will start gaining in disbursements over a period of time once we have the experience, the right team, the right understanding, demographic understanding, which only comes through working. So, with all our new branches being opened at various states, we’ll start gaining in traction this year. And we would like to be ahead by",MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,"Okay. Sir, my second question was on the branches. If you look at our branches that we have opened in last year, so the major branch expansion has come through our existing states where we had a larger presence like Gujarat, Rajasthan, Maharashtra and Madhya Pradesh. And some of the newer places like Karnataka, Tamil Nadu, Delhi and Chhattisgarh we just entered. So those haven’t seen much of expansion. So, what kind of opportunity size is a label in our existing areas, like three, four states where we have larger presence? And what are plans for geographical expansions in the new states that we have entered? And any plans to enter further new states in FY ’24 to ’25?",Kamlesh Gandhi — MAS Financial Services Ltd,"Around two to three quarters in terms of our requirement of assets when you open new branches. So that is where I told you — shared with all of you in the opening remarks that we contemplate to have more than around 175 branches this year, up from 150 branches. That is to say with our requirement not only for this year but up to Q1 or Q2 for the next year, as I see right now. Then later on during the year, as the year progresses, it can increase or decrease depending upon the asset what we can create. But at the same time, let me tell you that we are keen to expand our distribution, which can be done any time. But the distribution will be done in such a manner whereby the quality of the assets and the risk adjusted returns are maintained. So keeping all these things, we’ll be expanding to newer geographies, newer branches, which is always available to us.",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,"Thank you for taking my question. My first question was on the housing finance side, the gross NPAs for the stage 3 assets have been inching up over the last four quarters or so. Anything on the asset quality side that we should be aware of? Or how is the delinquency rate over the last few quarters?",Kamlesh Gandhi — MAS Financial Services Ltd,"See, it has to be a range bound. And as we grow, if I share with you on certain book size to keep delinquencies up to a certain level if possible. But as we grow, it will be range bound, but within acceptable levels. If I share with you the acceptable levels in affordable housing is anything less than 2%. But we are currently at around 0.62%. And as we grow, I think it will marginally increase. But it will be in sync with our planning in the strategic intent on the price structure that",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,"Thank you for taking my question. My first question was on the housing finance side, the gross NPAs for the stage 3 assets have been inching up over the last four quarters or so. Anything on the asset quality side that we should be aware of? Or how is the delinquency rate over the last few quarters?",Kamlesh Gandhi — MAS Financial Services Ltd,"Is the ROE tree, what you call it. And currently, in the current portfolio, there is nothing which we should worry about. Because if you see the performance in terms of the net Stage 3 assets, it’s pretty robust as compared to the industry standard. So, we can expect a range bound the net Stage 3 assets, which",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,"Thank you for taking my question. My first question was on the housing finance side, the gross NPAs for the stage 3 assets have been inching up over the last four quarters or so. Anything on the asset quality side that we should be aware of? Or how is the delinquency rate over the last few quarters?",Kamlesh Gandhi — MAS Financial Services Ltd,"Should be less than a 1% up to the INR500 crores, INR1,000 crores, and it can do between 1% to 2% as we grow above that.",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,"Got it. Okay. And in terms of the loan book, you said it’s up to INR5 million in residential and INR10 million in commercial. So, the profile of these customers, do they overlap a lot with our SME lenders? I mean, I’m just trying to understand how much of cross-selling opportunities there? Or is this a very independent base?",Kamlesh Gandhi — MAS Financial Services Ltd,"See, currently, it’s a very independent base because while we might get an opportunity, the problem will be on the eligibility because as a lender, how I would like to go beyond an exposure on a particular party is very important. So, in our class of the borrowers, the loans usually are sequential in nature that you complete one loan and then takes another loan or has completed a major portion of the first loan and then goes for the second loan. So, the cross-sell is always available to us. But once they complete one side of a loan or they complete one side of the loan substantially. So, it has to be looked from that aspect. And if I share with you currently, our cross-sell percentage is not that great. And that is only because of the limitations on the credit faces on extending more loans or fresh loans to them.",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,"Okay. Understood. And while we give loans of up to INR50 lakh, what is our average ticket size? And what is the mix between residential and commercial? And who are our main competitors out here? I’m guessing this we are doing mainly in Gujarat right now.",Kamlesh Gandhi — MAS Financial Services Ltd,"On housing, average ticket size is INR700,000 currently. And you are right that we doing in Gujarat. The next is Maharashtra. And we also started exploring Madhya Pradesh and Rajasthan. So, the ticket size will be around INR700,000.",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,"Okay. Understood. And while we give loans of up to INR50 lakh, what is our average ticket size? And what is the mix between residential and commercial? And who are our main competitors out here? I’m guessing this we are doing mainly in Gujarat right now.",Darshana Pandya — Director and CEO,And our housing portfolio is around 82%.,MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,Okay. And the 18% commercial is mainly a LAP?,Darshana Pandya — Director and CEO,"So, 16% is commercial and around 3% is project funding. And the non-housing, commercial part is both LAP and loans to purchase the shops and/or commercial property.",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,Okay. And our breakup between salaried and non-salaried?,Darshana Pandya — Director and CEO,"So right now, we are not having those numbers with us, we can share it offline.",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,"Got it. Okay. Just one last question on the main book. Our opex ratio had gone up significantly last year as we invested into the branches. But now it seems to have kind of it seems to be picking out. So, can we expect like some kind of leverage maybe next year as we get more efficiency and scale-up on the new branches that we started in FY ’23?",Kamlesh Gandhi — MAS Financial Services Ltd,"Yes, definitely. But from the branches, which has already been opened this year or last year, will definitely gain on critical mass and we’ll add on to reducing our opex. But at the same time, we will be opening up new branches. So as long as we are in that cycle of opening more and more branches, but I think opex might increase a little bit. But overall, on an AUM basis, what we will strive to do is that we’ll try to keep the net ROA anywhere between 2.75% to 3% and plan our activities accordingly.",MASFIN,MAS Financial Services Ltd 
Hardik Doshi — White Whale Partners — Analyst,Okay. Got it. All right. Great. Thanks so much.,Kamlesh Gandhi — MAS Financial Services Ltd,Thank you.,MASFIN,MAS Financial Services Ltd 
Pratik Pai — ICICI — Analyst,"Yeah, I wanted to understand what would the asset quality going forward? What’s the guidance on that?",Kamlesh Gandhi — MAS Financial Services Ltd,"I think as of now, we are confident to maintain a sub-2% level as far as net stage-3 assets are concerned.",MASFIN,MAS Financial Services Ltd 
Pratik Pai — ICICI — Analyst,And what about gross? How much would be the gross?,Kamlesh Gandhi — MAS Financial Services Ltd,It will be range bound. Net will be anywhere between 1.5% to 2%. Gross can be in between 2.25% to 2.75%.,MASFIN,MAS Financial Services Ltd 
Jaiprakash Toshniwal — LIC Mutual Fund — Analyst,"Hi sir, thanks. Sir, on my earlier questions about SME branch, you mentioned that you’re opening 50 branches. What is the timeframe for these 50 branches?",Kamlesh Gandhi — MAS Financial Services Ltd,"I think 50 will be in total. We already have around 20 branches at place. So out of that, 30 new will be opened. And I think most of them will be opened this year or latest by Q1 next year.",MASFIN,MAS Financial Services Ltd 
Sanjay Ladha — Bastion Research — Analyst,And 312 in 2-wheeler in FY ’22 have reduced to 268 and 242 in FY ’23. How should we read this? And any color on that side?,Darshana Pandya — Director and CEO,Number of partners you are talking about?,MASFIN,MAS Financial Services Ltd 
Sanjay Ladha — Bastion Research — Analyst,Yes. The sourcing intermediaries partner.,Kamlesh Gandhi — MAS Financial Services Ltd,"So that sourcing — let me tell you who are the sourcing intermediary partners. When you talk about CV intermediary partners, we are mainly into dealing with brokers who have helped us to source, and they also have stock of new vehicles. So that is a very dynamic thing. As we grow, it can increase and decrease depending upon the assessment of the intermediaries we do from time to time.",MASFIN,MAS Financial Services Ltd 
Sanjay Ladha — Bastion Research — Analyst,"Okay. And my next question would be about 31 to 60 DPD has increased quarter-on-quarter from 0.7% to 1.1%. And in this quarter, our credit cost has increased. So, what is the outlook for full year or any guidance on that side? And how should we look at? Thank you.",Kamlesh Gandhi — MAS Financial Services Ltd,"If you see overall quality of the assets, what we concentrate is on maintaining at least 90% plus on current and then if you see the focus on the 90 DPD, which has been well maintained. Within the bucket, the percentage may vary, and it will vary as we go ahead. But in terms of the credit cost, as we said, our credit cost is anywhere close to 1% next year.",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"That? I understand the market is large, but at the same time, there will be a set of borrowers that you are interested in. Would increase in digitization make it easier for others to also get to that same set of borrowers?",Kamlesh Gandhi — MAS Financial Services Ltd,"Sir, just to answer your question in two parts. If it’s digitization, we are also in the process of adopting and will adopt the digitization to the maximum level possible to serve our class of the borrowers. So, it will not be an added advantage to any other lenders, and we don’t have that. And secondly, digitization has limitations in our type of borrowers if you want to control the credit cost. Because when you talk about digitization, let’s say, take you to the three basic aspects of digitization mainly sourcing, the credit decisioning and transaction. And most importantly, if you talk about MAS, we are already there in terms of sourcing",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"That? I understand the market is large, but at the same time, there will be a set of borrowers that you are interested in. Would increase in digitization make it easier for others to also get to that same set of borrowers?",Kamlesh Gandhi — MAS Financial Services Ltd,"Internally because digitization is a two-way traffic, the borrower should also be well versed. And in terms of transaction right from day one, we are a banking-based disbursement and banking-based collection. So, what it comes to the point and voice down to credit decisioning. But on credit decisioning if you take digitization an as aid to manual credit decisioning or as an alternative to manual credit decisioning is the point of debate. And when it comes to the point",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"That? I understand the market is large, but at the same time, there will be a set of borrowers that you are interested in. Would increase in digitization make it easier for others to also get to that same set of borrowers?",Kamlesh Gandhi — MAS Financial Services Ltd,"When credit decisioning is taken as an alternate to human credit decisioning, the portfolio quality for across the fintechs has not been that great. And I’m afraid that it’s a very long-term journey. If I talk about one of the quotes of Amazon Chairman, he said that digitization and AI, the overnight in AI is 10 years. So, to replace human intervention in credit decisioning altogether, I think, can be done, but it comes at a cost, which the lenders cannot afford as of now. So as an",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"That? I understand the market is large, but at the same time, there will be a set of borrowers that you are interested in. Would increase in digitization make it easier for others to also get to that same set of borrowers?",Kamlesh Gandhi — MAS Financial Services Ltd,"Aid to credit decisioning, we’re already using it. So, in terms of we have a number of apps with API provider. We have a number of API tie-ups; we use account aggregators.",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"That? I understand the market is large, but at the same time, there will be a set of borrowers that you are interested in. Would increase in digitization make it easier for others to also get to that same set of borrowers?",Kamlesh Gandhi — MAS Financial Services Ltd,"So, to summarize, to drive the point of, we will not be working at a disadvantage position on digitization. So, we’ll be at par as to what the best practices can be in terms of sourcing this and serving this sector.",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"Right. So, what I was trying to get to Kamlesh bhai is that the banks, for example, right, will also have the ability to do exactly what you guys are doing with more digitization available or more aggregators available. So, do you see any kind of increase in competition from them similar to say what happens in gold loans?",Kamlesh Gandhi — MAS Financial Services Ltd,"I think as far as the type of the segment we serve; it is concerned once again the huge market size. And number second is that it’s not only one lender can satisfy the borrower’s requirement. And not only one lender would like to take the complete risk on a singular borrower. So, competition from the bank has been since long, the customers who we are serving already have banking relationships with more than one, two, three banks. But every lender comes with its own expertise and every lender has a limited appetite for risk on a particular borrower. So, with this practical aspect, every lender finds a place in the borrower’s liability management. Provided you give better services, provided you understand this segment better. The problem in this segment is not how much asset you can create. The problem in this segment is that what quality of assets you can create, that is the biggest problem. So as long as you can focus on quality, the size of asset is never going to be a problem for any other members.",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"My second question is regarding that you had mentioned in your past calls that you borrow at MCLR, right? Is my understanding correct?",Kamlesh Gandhi — MAS Financial Services Ltd,We borrow at MCLR-based borrowing.,MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"My second question is regarding that you had mentioned in your past calls that you borrow at MCLR, right? Is my understanding correct?",Ankit Jain — Chief Financial Officer,"So usually when it is a long-term loan, it will be linked to 1-year MCLR.",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,"That’s correct. So, my question is that when the rate card — when the rates start reversing, does that put us at a disadvantage?",Kamlesh Gandhi — MAS Financial Services Ltd,"Yes. So that is what Ankit was alluding to that marginal cost of borrowing 9.25% might increase to 9.5% as that reset happens. But at that point of time, we would have the advantage of having time to reprice our assets and also to negotiate hard with the bank on the premium they charge on MCLR. And that is where combination of our negotiation with the banks on lending rates and the negotiations with the borrowers on the lending rates and with the lenders on the borrowing rate, we think we will be in a position to maintain our NIMs as we demonstrated last year.",MASFIN,MAS Financial Services Ltd 
Prit — Wealth Finvisor — Analyst,Thank you so much Kamlesh bhai. All the best.,Kamlesh Gandhi — MAS Financial Services Ltd,Thank you.,MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,’24?,Kamlesh Gandhi — MAS Financial Services Ltd,"I think it’s time for anywhere between 6.75% to 7%. As you see this year, we maintained 7%, and we are confident of being very close to that.",MASFIN,MAS Financial Services Ltd 
Ankit Gupta — Bamboo Capital Partners — Analyst,"Sure. So, some compression that we have seen in Q3 and Q4 of this year, we think we should be able to reverse that hopefully by Q2, Q3 of next financial year?",Kamlesh Gandhi — MAS Financial Services Ltd,"When I talk about range 6.75% to 7%, this includes everything that initially might be a little lower and then we pick up as we go ahead. And we’ll be working on repricing our assets also and at the same time we’ll be working on how to be more efficient on operations.",MASFIN,MAS Financial Services Ltd 
Apurva Deshmukh — JM Financial — Analyst,Kamlesh Gandhi:,Kamlesh Gandhi — MAS Financial Services Ltd,"Thank you, all.",MASFIN,MAS Financial Services Ltd 
Mikhaila — Barclays — Analyst,"Hi, this is the Mikhaila [Phonetic] on for Balaji. Thanks for taking our question. Just wondering if you could provide a bit more detail around the deal with [Technical Issues] discussing what responsibilities will look like on both. And just what really convinced you about their asset and its potential. Thanks.",G V Prasad — Co-Chairman and Managing Director,"Balaji, we were not able to hear you. Well, I’m afraid you’ll have to repeat the question, can you repeat please.",DRREDDY,Dr. Reddy’s Laboratories 
Mikhaila — Barclays — Analyst,"Sure, sure. Is this better. Can you hear me better now. Yes please. Okay, hi this is Mikhaila on for Balaji. Thank you for taking our question. We’re just wondering if you could provide a bit more detail around your deal with [Indecipherable] just discussing what responsibilities will look like on both ends. And also just wondering what convinced you about this [Technical Issues] asset and its potential. Thanks.",Erez Israeli — Chief Executive Officer,"No, thank you. So, strategically, we are looking for unmet needs, especially in India. And we believe that we are in a great dialog with the innovation industry in China. And we’re trying to bring products that we believe that we can bring value. And we believe that this product shows very-very nicely [Technical Issues] and can be absolutely consider [Indecipherable]. And where we can bring it to India in a very affordable prices versus the alternatives and this is our focus, we [Technical Issues] that’s what was the main incentives behind this. Thank you. The next question is from the line of Surya Patra from PhillipCapital. Please go ahead.",DRREDDY,Dr. Reddy’s Laboratories 
Surya Patra — PhillipCapital — Analyst,"Yeah. Congratulation on the great set of numbers, sir. So, my first question is on the U.S. business front. So is it possible to share that, what is the sequential growth in the U.S. as we would have seen so for REVLIMID in the current quarter.",Erez Israeli — Chief Executive Officer,"So — so we cannot give guidance without [Technical Issues]. But what I can see, let’s say that we are very consistent. So likely just you’re going to continue to see growth in all of our spaces including United States with and without the products. And it will be driven primarily from a [Technical Issues] activity specifically for the United States, beside the regular meds we are going to launch somewhere between 25 to 30 products, as well as the contribution of recent acquisitions and likely that we will see also additional activity [Technical Issues].",DRREDDY,Dr. Reddy’s Laboratories 
Surya Patra — PhillipCapital — Analyst,"Sure, sir. So is it possible to give some extra color on the launch momentum that you have mentioned in your opening remark for the U.S. market, which you believe that to be strong in the current financial year.",Erez Israeli — Chief Executive Officer,"Yeah, I think the investment in R&D and especially on the products that hopefully are likely to have less competition than the others is paying-off. And the as well as the type of pattern fleet that we will see in FY ’24 as well as the years after. So right now, the numbers that I mentioned 25 to 30 products it can be meaningful with the lesser of the competition. And we will continue to accumulate these products also in the years after. So, it’s absolutely our strategy in the U.S., and we will continue to focus on this.",DRREDDY,Dr. Reddy’s Laboratories 
Surya Patra — PhillipCapital — Analyst,"Okay. Sir, my second question is on the composite question like we are seeing a strong cash accumulation and simultaneously, we are seeing multiple M&A activities by us to improve our focus on the domestic formulation business, which is at least around 20% of the total revenue base. And we are mentioning that this is going to be one of the focus market for us. So could you just could you share your thought process or the kind capital allocation to build this business in the near-future and our ultimately, what is the kind business mix, that you want to make, achieve it for domestic formulation considering the potential growth and all that, the second sales.",Erez Israeli — Chief Executive Officer,"Yes, absolutely. So, in India, our primary goals will be — will come from one, focusing on our brands. We identified focus therapeutic areas as well as the focus brands, and we have a doubled down on that by increasing our footprint by going to more cities, etc. So this is one of the goals. Specifically, to your question.",DRREDDY,Dr. Reddy’s Laboratories 
Surya Patra — PhillipCapital — Analyst,"Okay. Sir, my second question is on the composite question like we are seeing a strong cash accumulation and simultaneously, we are seeing multiple M&A activities by us to improve our focus on the domestic formulation business, which is at least around 20% of the total revenue base. And we are mentioning that this is going to be one of the focus market for us. So could you just could you share your thought process or the kind capital allocation to build this business in the near-future and our ultimately, what is the kind business mix, that you want to make, achieve it for domestic formulation considering the potential growth and all that, the second sales.",Erez Israeli — Chief Executive Officer,"The second one is that we are collaborating with the innovation industry in the United States, in Israel, in China in other places as well, of course, with companies and institutes in India to bring innovation to India. We are doing it both with our own internal R&D as well as with external R&D. Some of the deal I mentioned in my script and there are more to come. We are doing both on the Horizon-1 as well as Horizon-2 into and our best of [Technical Issues] people see us as a very attractive partner being compliant with all the international norms, given our reputation in the marketplace and we are leveraging it to bring more-and-more innovation into India.",DRREDDY,Dr. Reddy’s Laboratories 
Surya Patra — PhillipCapital — Analyst,"Okay. Sir, my second question is on the composite question like we are seeing a strong cash accumulation and simultaneously, we are seeing multiple M&A activities by us to improve our focus on the domestic formulation business, which is at least around 20% of the total revenue base. And we are mentioning that this is going to be one of the focus market for us. So could you just could you share your thought process or the kind capital allocation to build this business in the near-future and our ultimately, what is the kind business mix, that you want to make, achieve it for domestic formulation considering the potential growth and all that, the second sales.",Erez Israeli — Chief Executive Officer,"And there also power of the capital allocation will go to deals like this. In addition, we are always looking for opportunity also propositions. There was nothing that we can report at this stage, but it is absolutely something that we are open to do all-the-time. For the initial [Technical Issues] at location all of our spaces including U.S., [Technical Issues] India except our B2B business we are looking for potential complementary deals. The type of deals that we are looking for are always complementary. We’re looking for products that we don’t have or capabilities that we don’t have. It is unlikely that you’re going to see mega-deals or this kind stuff. This is not our comfortable zone. We are looking for primarily unmet needs or complementary products that will feature portfolio in this way. So yeah, please.",DRREDDY,Dr. Reddy’s Laboratories 
Surya Patra — PhillipCapital — Analyst,"Yeah, sure sir. So that is really great to know. And just lastly any — any color that you can [Technical Issues] investing, expectations and the progress post-launch?",Erez Israeli — Chief Executive Officer,"So yeah, the product as you know is marketed by [Indecipherable]. So, I don’t have any — any expectation of anything like that. We as a partner, certain arrangements with them and as they will be successful, we will be successful as well.",DRREDDY,Dr. Reddy’s Laboratories 
Surya Patra — PhillipCapital — Analyst,"Sure sir, wish you all the best. Thank you.",Erez Israeli — Chief Executive Officer,Thank you. Thank you. The next question is from the line of Damayanti Kerai from HSBC. Please go ahead.,DRREDDY,Dr. Reddy’s Laboratories 
Damayanti Kerai — HSBC — Analyst,"Hi, thank you for the opportunity. My first question is on the U.S. business, you have been obviously very consistent in terms of new launches, but can you talk a bit more about the kind of price erosion, which we are seeing in your existing product and my second part of the question is compared to oral solids in injectables, what kind price erosion you are witnessing?",Erez Israeli — Chief Executive Officer,"Yes, so the nature of the U.S., the more change in the last quarter. It’s a similar, restructure of the market and similar behavioral players. Specifically for the quarter, the mix of products that we had, we saw less of the price erosion in the quarters before but fundamental structure of the market did not change, so likely [Technical Issues] when will face competition in certain products, then we see erosion. That’s the nature, but specifically, we saw a better mix this time. Comparing injectables to over solids, both are very competitive. So, it’s more of a function of how many players are attracting new customers. So both the injectables as well as our solids can see high-level of erosion, but also from time-to-time product with less competitive competition and therefore better situation.",DRREDDY,Dr. Reddy’s Laboratories 
Damayanti Kerai — HSBC — Analyst,"Sure. Thanks for that. My second question is. As you continue to invest in new business and long-term growth drivers, how do you see R&D and SG&A cost moving from here on? And you obviously have — I’ll say, done better than your aspirational EBITDA margin for this year, but on a more sustained basis, how do you see this, like margin trajectory moving?",Erez Israeli — Chief Executive Officer,"So, we are maintaining the 25-25 long-term, and we discussed it in previous meetings, and there will be yields in quarters that we will exceed it. There may be also yields that it will be below what happened also in the past. But we are very much there. What we are doing is that we are allocating the extra results between [Technical Issues]. And especially in R&D, the R&D likely to be somewhere between 8% to 9% also going-forward. And it’s naturally nominal will go up because we are going to sales, and this is allowing us to invest in the biologics. It’s allow us to invest in our products with our partners [Technical Issues] and we need to do some clinical trials and of course very important on the genetic R&D especially focusing on products with [Technical Issues] products that likely to have less competition.",DRREDDY,Dr. Reddy’s Laboratories 
Neha Manpuria — Bank of America — Analyst,"That’s my first question and second, on the India business, could you quantify the divestment income in the current quarter and excluding that how should we look at growth? Is there more divestment that we see from the India perspective or do you think this is the base on which we should grow. And do you think you can grow in-line with the market in India?",Erez Israeli — Chief Executive Officer,"Hi Neha. On the ROW question, yes, the answer is yes, we are aiming for our traditional growth and also give or take without guidance that range of growth that we saw and indeed, when you are taking out all the one-offs and the fluctuation of currency we are growing very-very nicely. This is where primarily as we are accelerating the — the development and the filings of [Technical Issues] that in all these markets and also focusing on our footprint, especially on the hospital business. So yes, the answer we will be [Technical Issues] and — and in some of those marketing accelerated growth versus the past.",DRREDDY,Dr. Reddy’s Laboratories 
Neha Manpuria — Bank of America — Analyst,"That’s my first question and second, on the India business, could you quantify the divestment income in the current quarter and excluding that how should we look at growth? Is there more divestment that we see from the India perspective or do you think this is the base on which we should grow. And do you think you can grow in-line with the market in India?",Erez Israeli — Chief Executive Officer,"As for India, the divestment was INR264 crores. And that’s the value we got. Specifically, if we see more, yeah, from time-to-time, but nothing significant that we are going and what we also very busy with these actually to bring more-and-more products and we are enhancing the collaboration discussions and the BD deals that will — will be for India. So, it’s a kind organic plus inorganic, but most of the inorganic would come from collaboration. That has been a kind M&A acquisitions of other companies.",DRREDDY,Dr. Reddy’s Laboratories 
Neha Manpuria — Bank of America — Analyst,"And just extending the question, do you think we can grow in-line with the market, keeping aside the collaborations, etc., because that would take time to reflect a number just from the effort that we’ve been putting in the business over the last few years. Could we see these go back to or at least try to get-in line with IBM Group?",Erez Israeli — Chief Executive Officer,We believe that we should be better than [Technical Issues].,DRREDDY,Dr. Reddy’s Laboratories 
Neha Manpuria — Bank of America — Analyst,In FY ’24 itself?,Erez Israeli — Chief Executive Officer,In FY ’24 and after.,DRREDDY,Dr. Reddy’s Laboratories 
